seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,no_signal,,,0.0,0.0
3,11.0,measure,0.0,0.0,2,no_signal,,,0.0,0.0
4,17.0,measure,0.0,0.0,3,no_signal,,,0.0,0.0
5,23.0,measure,0.0,0.0,4,direction,80.38,,0.0,0.0
6,29.0,measure,0.0,0.0,5,no_signal,,,0.0,0.0
7,35.0,measure,0.0,0.0,6,direction,49.2,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,no_signal,,,0.0,0.0
10,53.0,measure,0.0,0.0,9,direction,297.13,,0.0,0.0
11,59.0,measure,0.0,0.0,10,no_signal,,,0.0,0.0
12,65.0,measure,0.0,0.0,11,no_signal,,,0.0,0.0
13,71.0,measure,0.0,0.0,12,direction,84.5,,0.0,0.0
14,77.0,measure,0.0,0.0,13,no_signal,,,0.0,0.0
15,83.0,measure,0.0,0.0,14,no_signal,,,0.0,0.0
16,89.0,measure,0.0,0.0,15,direction,295.64,,0.0,0.0
17,95.0,measure,0.0,0.0,16,no_signal,,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,direction,221.84,,0.0,0.0
20,113.0,measure,0.0,0.0,19,direction,176.41,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,318.0,measure,-485.00000000000045,-840.0446416709053,20,no_signal,,,970.0000000000001,970.0000000000001
23,324.0,measure,-485.00000000000045,-840.0446416709053,19,direction,119.85,,0.0,970.0000000000001
24,330.0,measure,-485.00000000000045,-840.0446416709053,18,no_signal,,,0.0,970.0000000000001
25,336.0,measure,-485.00000000000045,-840.0446416709053,17,no_signal,,,0.0,970.0000000000001
26,342.0,measure,-485.00000000000045,-840.0446416709053,16,no_signal,,,0.0,970.0000000000001
27,348.0,measure,-485.00000000000045,-840.0446416709053,15,direction,21.23,,0.0,970.0000000000001
28,354.0,measure,-485.00000000000045,-840.0446416709053,14,no_signal,,,0.0,970.0000000000001
29,360.0,measure,-485.00000000000045,-840.0446416709053,13,no_signal,,,0.0,970.0000000000001
30,366.0,measure,-485.00000000000045,-840.0446416709053,12,no_signal,,,0.0,970.0000000000001
31,372.0,measure,-485.00000000000045,-840.0446416709053,11,no_signal,,,0.0,970.0000000000001
32,378.0,measure,-485.00000000000045,-840.0446416709053,10,no_signal,,,0.0,970.0000000000001
33,384.0,measure,-485.00000000000045,-840.0446416709053,9,direction,351.02,,0.0,970.0000000000001
34,390.0,measure,-485.00000000000045,-840.0446416709053,8,no_signal,,,0.0,970.0000000000001
35,396.0,measure,-485.00000000000045,-840.0446416709053,7,no_signal,,,0.0,970.0000000000001
36,402.0,measure,-485.00000000000045,-840.0446416709053,6,no_signal,,,0.0,970.0000000000001
37,408.0,measure,-485.00000000000045,-840.0446416709053,5,no_signal,,,0.0,970.0000000000001
38,414.0,measure,-485.00000000000045,-840.0446416709053,4,no_signal,,,0.0,970.0000000000001
39,420.0,measure,-485.00000000000045,-840.0446416709053,3,direction,209.23,,0.0,970.0000000000001
40,426.0,measure,-485.00000000000045,-840.0446416709053,2,no_signal,,,0.0,970.0000000000001
41,432.0,measure,-485.00000000000045,-840.0446416709053,1,no_signal,,,0.0,970.0000000000001
42,541.772024,measure,-372.505245302798,-333.5263741024123,18,direction,221.06,,518.8601210489887,1488.8601210489887
43,646.772024,measure,-749.5163168647705,-661.9508736752871,18,no_signal,,,499.99999999999994,1988.8601210489887
44,653.526057,measure,-755.2187745334286,-655.2877057503207,18,no_signal,,,8.77016705993326,1997.630288108922
45,662.033989,measure,-743.6978667177683,-668.5129974280051,18,no_signal,,,17.53965954221374,2015.1699476511358
46,717.04937,measure,-561.0107810837842,-497.7386238888497,18,direction,220.87,,250.07690400180823,2265.246851652944
47,772.04937,measure,-750.0598278411877,-661.324863897345,18,no_signal,,,249.99999999999997,2515.246851652944
48,777.926387,measure,-752.8999930679455,-657.9838432375018,18,no_signal,,,4.385083529966512,2519.63193518291
49,784.680353,measure,-747.1614991568657,-664.6155550713115,18,no_signal,,,8.769829771106838,2528.401764954017
50,814.688043,measure,-655.535304462486,-579.5317438930974,18,direction,220.13,,125.03845200090396,2653.4402169549207
51,844.688043,measure,-751.1083086795104,-660.0972505627178,18,no_signal,,,125.00000000000004,2778.4402169549207
52,850.126551,measure,-752.5066980834021,-658.4085390816531,18,no_signal,,,2.192541764983347,2780.632758719904
53,856.003534,measure,-749.6805149677399,-661.7611749924395,18,no_signal,,,4.384914885553455,2785.0176736054573
54,873.507379,measure,-703.3218065709982,-619.8144972279076,18,direction,221.29,,62.51922600045204,2847.536899605909
55,891.007379,measure,-750.2830137011398,-661.0564058268067,18,no_signal,,,62.500000000000036,2910.036899605909
56,896.226633,measure,-750.9991586163628,-660.2263779307699,18,no_signal,,,1.096270882491649,2911.133170488401
57,901.665124,measure,-749.5524205449713,-661.873745100278,18,no_signal,,,2.1924574427767145,2913.3256279311777
58,912.917047,measure,-726.8024101360689,-640.4354515273571,18,no_signal,,,31.2596130002261,2944.585240931404
59,918.026674,measure,-727.1604825936805,-640.0204375793387,18,no_signal,,,0.5481354412459046,2945.1333763726498
60,923.24592,measure,-726.4371135579847,-640.8441211640928,18,no_signal,,,1.0962287213883999,2946.229605094038
61,1051.379648,measure,-1315.128057821287,-803.1991710421726,3,direction,351.11,,610.6686418005531,3556.8982468945915
62,1086.308353,measure,-1454.9999999999998,-840.0446416709057,1,no_signal,,,144.6435235836641,3701.541770478256
63,1092.308353,measure,-1454.9999999999998,-840.0446416709057,2,no_signal,,,0.0,3701.541770478256
64,1098.308353,measure,-1454.9999999999998,-840.0446416709057,3,direction,355.56,,0.0,3701.541770478256
65,1104.308353,measure,-1454.9999999999998,-840.0446416709057,4,no_signal,,,0.0,3701.541770478256
66,1110.308353,measure,-1454.9999999999998,-840.0446416709057,5,no_signal,,,0.0,3701.541770478256
67,1116.308353,measure,-1454.9999999999998,-840.0446416709057,6,no_signal,,,0.0,3701.541770478256
68,1122.308353,measure,-1454.9999999999998,-840.0446416709057,7,no_signal,,,0.0,3701.541770478256
69,1128.308353,measure,-1454.9999999999998,-840.0446416709057,8,no_signal,,,0.0,3701.541770478256
70,1134.308353,measure,-1454.9999999999998,-840.0446416709057,9,no_signal,,,0.0,3701.541770478256
71,1140.308353,measure,-1454.9999999999998,-840.0446416709057,10,no_signal,,,0.0,3701.541770478256
72,1146.308353,measure,-1454.9999999999998,-840.0446416709057,11,no_signal,,,0.0,3701.541770478256
73,1152.308353,measure,-1454.9999999999998,-840.0446416709057,12,no_signal,,,0.0,3701.541770478256
74,1158.308353,measure,-1454.9999999999998,-840.0446416709057,13,no_signal,,,0.0,3701.541770478256
75,1164.308353,measure,-1454.9999999999998,-840.0446416709057,14,no_signal,,,0.0,3701.541770478256
76,1170.308353,measure,-1454.9999999999998,-840.0446416709057,15,no_signal,,,0.0,3701.541770478256
77,1176.308353,measure,-1454.9999999999998,-840.0446416709057,16,no_signal,,,0.0,3701.541770478256
78,1182.308353,measure,-1454.9999999999998,-840.0446416709057,17,no_signal,,,0.0,3701.541770478256
