seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,direction,249.42,,0.0,0.0
3,11.0,measure,0.0,0.0,2,direction,246.86,,0.0,0.0
4,17.0,measure,0.0,0.0,3,no_signal,,,0.0,0.0
5,23.0,measure,0.0,0.0,4,direction,33.65,,0.0,0.0
6,29.0,measure,0.0,0.0,5,no_signal,,,0.0,0.0
7,35.0,measure,0.0,0.0,6,no_signal,,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,no_signal,,,0.0,0.0
10,53.0,measure,0.0,0.0,9,direction,292.1,,0.0,0.0
11,59.0,measure,0.0,0.0,10,no_signal,,,0.0,0.0
12,65.0,measure,0.0,0.0,11,no_signal,,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,no_signal,,,0.0,0.0
15,83.0,measure,0.0,0.0,14,no_signal,,,0.0,0.0
16,89.0,measure,0.0,0.0,15,no_signal,,,0.0,0.0
17,95.0,measure,0.0,0.0,16,no_signal,,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,no_signal,,,0.0,0.0
20,113.0,measure,0.0,0.0,19,no_signal,,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,318.0,measure,-484.9999999999998,840.0446416709055,20,no_signal,,,969.9999999999999,969.9999999999999
23,324.0,measure,-484.9999999999998,840.0446416709055,19,no_signal,,,0.0,969.9999999999999
24,330.0,measure,-484.9999999999998,840.0446416709055,18,no_signal,,,0.0,969.9999999999999
25,336.0,measure,-484.9999999999998,840.0446416709055,17,direction,117.18,,0.0,969.9999999999999
26,342.0,measure,-484.9999999999998,840.0446416709055,16,no_signal,,,0.0,969.9999999999999
27,348.0,measure,-484.9999999999998,840.0446416709055,15,no_signal,,,0.0,969.9999999999999
28,354.0,measure,-484.9999999999998,840.0446416709055,14,no_signal,,,0.0,969.9999999999999
29,360.0,measure,-484.9999999999998,840.0446416709055,13,no_signal,,,0.0,969.9999999999999
30,366.0,measure,-484.9999999999998,840.0446416709055,12,no_signal,,,0.0,969.9999999999999
31,372.0,measure,-484.9999999999998,840.0446416709055,11,no_signal,,,0.0,969.9999999999999
32,378.0,measure,-484.9999999999998,840.0446416709055,10,no_signal,,,0.0,969.9999999999999
33,384.0,measure,-484.9999999999998,840.0446416709055,9,no_signal,,,0.0,969.9999999999999
34,390.0,measure,-484.9999999999998,840.0446416709055,8,no_signal,,,0.0,969.9999999999999
35,396.0,measure,-484.9999999999998,840.0446416709055,7,no_signal,,,0.0,969.9999999999999
36,402.0,measure,-484.9999999999998,840.0446416709055,6,no_signal,,,0.0,969.9999999999999
37,408.0,measure,-484.9999999999998,840.0446416709055,5,no_signal,,,0.0,969.9999999999999
38,414.0,measure,-484.9999999999998,840.0446416709055,4,no_signal,,,0.0,969.9999999999999
39,420.0,measure,-484.9999999999998,840.0446416709055,3,direction,51.69,,0.0,969.9999999999999
