seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,no_signal,,,0.0,0.0
3,11.0,measure,0.0,0.0,2,direction,77.97,,0.0,0.0
4,17.0,measure,0.0,0.0,3,no_signal,,,0.0,0.0
5,23.0,measure,0.0,0.0,4,direction,206.9,,0.0,0.0
6,29.0,measure,0.0,0.0,5,no_signal,,,0.0,0.0
7,35.0,measure,0.0,0.0,6,no_signal,,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,direction,191.75,,0.0,0.0
10,53.0,measure,0.0,0.0,9,no_signal,,,0.0,0.0
11,59.0,measure,0.0,0.0,10,no_signal,,,0.0,0.0
12,65.0,measure,0.0,0.0,11,no_signal,,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,direction,154.69,,0.0,0.0
15,83.0,measure,0.0,0.0,14,no_signal,,,0.0,0.0
16,89.0,measure,0.0,0.0,15,no_signal,,,0.0,0.0
17,95.0,measure,0.0,0.0,16,no_signal,,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,no_signal,,,0.0,0.0
20,113.0,measure,0.0,0.0,19,no_signal,,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,319.0,measure,485.0000000000001,-840.0446416709054,1,no_signal,,,970.0,970.0
23,325.0,measure,485.0000000000001,-840.0446416709054,2,no_signal,,,0.0,970.0
24,331.0,measure,485.0000000000001,-840.0446416709054,3,no_signal,,,0.0,970.0
25,337.0,measure,485.0000000000001,-840.0446416709054,4,no_signal,,,0.0,970.0
26,343.0,measure,485.0000000000001,-840.0446416709054,5,no_signal,,,0.0,970.0
27,349.0,measure,485.0000000000001,-840.0446416709054,6,no_signal,,,0.0,970.0
28,355.0,measure,485.0000000000001,-840.0446416709054,7,no_signal,,,0.0,970.0
29,361.0,measure,485.0000000000001,-840.0446416709054,8,no_signal,,,0.0,970.0
30,367.0,measure,485.0000000000001,-840.0446416709054,9,no_signal,,,0.0,970.0
31,373.0,measure,485.0000000000001,-840.0446416709054,10,no_signal,,,0.0,970.0
32,379.0,measure,485.0000000000001,-840.0446416709054,11,no_signal,,,0.0,970.0
33,385.0,measure,485.0000000000001,-840.0446416709054,12,no_signal,,,0.0,970.0
34,391.0,measure,485.0000000000001,-840.0446416709054,13,no_signal,,,0.0,970.0
35,397.0,measure,485.0000000000001,-840.0446416709054,14,no_signal,,,0.0,970.0
36,403.0,measure,485.0000000000001,-840.0446416709054,15,no_signal,,,0.0,970.0
37,409.0,measure,485.0000000000001,-840.0446416709054,16,no_signal,,,0.0,970.0
38,415.0,measure,485.0000000000001,-840.0446416709054,17,no_signal,,,0.0,970.0
39,421.0,measure,485.0000000000001,-840.0446416709054,18,no_signal,,,0.0,970.0
40,427.0,measure,485.0000000000001,-840.0446416709054,19,no_signal,,,0.0,970.0
