seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,no_signal,,,0.0,0.0
3,11.0,measure,0.0,0.0,2,no_signal,,,0.0,0.0
4,17.0,measure,0.0,0.0,3,direction,337.99,,0.0,0.0
5,23.0,measure,0.0,0.0,4,no_signal,,,0.0,0.0
6,29.0,measure,0.0,0.0,5,direction,139.48,,0.0,0.0
7,35.0,measure,0.0,0.0,6,direction,134.27,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,no_signal,,,0.0,0.0
10,53.0,measure,0.0,0.0,9,no_signal,,,0.0,0.0
11,59.0,measure,0.0,0.0,10,no_signal,,,0.0,0.0
12,65.0,measure,0.0,0.0,11,no_signal,,,0.0,0.0
13,71.0,measure,0.0,0.0,12,direction,196.44,,0.0,0.0
14,77.0,measure,0.0,0.0,13,no_signal,,,0.0,0.0
15,83.0,measure,0.0,0.0,14,no_signal,,,0.0,0.0
16,89.0,measure,0.0,0.0,15,no_signal,,,0.0,0.0
17,95.0,measure,0.0,0.0,16,no_signal,,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,no_signal,,,0.0,0.0
20,113.0,measure,0.0,0.0,19,no_signal,,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,318.0,measure,-484.9999999999998,840.0446416709055,20,no_signal,,,969.9999999999999,969.9999999999999
23,324.0,measure,-484.9999999999998,840.0446416709055,19,no_signal,,,0.0,969.9999999999999
24,330.0,measure,-484.9999999999998,840.0446416709055,18,no_signal,,,0.0,969.9999999999999
25,336.0,measure,-484.9999999999998,840.0446416709055,17,no_signal,,,0.0,969.9999999999999
26,342.0,measure,-484.9999999999998,840.0446416709055,16,no_signal,,,0.0,969.9999999999999
27,348.0,measure,-484.9999999999998,840.0446416709055,15,no_signal,,,0.0,969.9999999999999
28,354.0,measure,-484.9999999999998,840.0446416709055,14,direction,276.4,,0.0,969.9999999999999
29,360.0,measure,-484.9999999999998,840.0446416709055,13,no_signal,,,0.0,969.9999999999999
30,366.0,measure,-484.9999999999998,840.0446416709055,12,no_signal,,,0.0,969.9999999999999
31,372.0,measure,-484.9999999999998,840.0446416709055,11,no_signal,,,0.0,969.9999999999999
32,378.0,measure,-484.9999999999998,840.0446416709055,10,no_signal,,,0.0,969.9999999999999
33,384.0,measure,-484.9999999999998,840.0446416709055,9,no_signal,,,0.0,969.9999999999999
34,390.0,measure,-484.9999999999998,840.0446416709055,8,no_signal,,,0.0,969.9999999999999
35,396.0,measure,-484.9999999999998,840.0446416709055,7,no_signal,,,0.0,969.9999999999999
36,402.0,measure,-484.9999999999998,840.0446416709055,6,no_signal,,,0.0,969.9999999999999
37,408.0,measure,-484.9999999999998,840.0446416709055,5,no_signal,,,0.0,969.9999999999999
38,414.0,measure,-484.9999999999998,840.0446416709055,4,no_signal,,,0.0,969.9999999999999
39,420.0,measure,-484.9999999999998,840.0446416709055,3,no_signal,,,0.0,969.9999999999999
40,426.0,measure,-484.9999999999998,840.0446416709055,2,no_signal,,,0.0,969.9999999999999
41,432.0,measure,-484.9999999999998,840.0446416709055,1,no_signal,,,0.0,969.9999999999999
42,538.165747,measure,-349.0202269359005,358.0291624848631,6,direction,131.82,,500.8287340573762,1470.828734057376
43,553.25578,measure,-380.0896095713871,324.8567202565933,5,direction,137.65,,45.450164584280365,1516.2788986416565
44,654.626173,measure,-479.5583146278046,-141.50555774011,12,direction,196.41,,476.8519661528879,1993.1308647945443
45,762.715716,measure,-970.0,1.1879073951729327e-13,1,no_signal,,,510.4477148759304,2503.578579670475
46,768.715716,measure,-970.0,1.1879073951729327e-13,2,no_signal,,,0.0,2503.578579670475
47,774.715716,measure,-970.0,1.1879073951729327e-13,3,no_signal,,,0.0,2503.578579670475
48,780.715716,measure,-970.0,1.1879073951729327e-13,4,no_signal,,,0.0,2503.578579670475
49,786.715716,measure,-970.0,1.1879073951729327e-13,5,direction,72.57,,0.0,2503.578579670475
50,792.715716,measure,-970.0,1.1879073951729327e-13,6,direction,47.42,,0.0,2503.578579670475
51,798.715716,measure,-970.0,1.1879073951729327e-13,7,no_signal,,,0.0,2503.578579670475
52,804.715716,measure,-970.0,1.1879073951729327e-13,8,no_signal,,,0.0,2503.578579670475
53,810.715716,measure,-970.0,1.1879073951729327e-13,9,no_signal,,,0.0,2503.578579670475
54,816.715716,measure,-970.0,1.1879073951729327e-13,10,no_signal,,,0.0,2503.578579670475
55,822.715716,measure,-970.0,1.1879073951729327e-13,11,no_signal,,,0.0,2503.578579670475
56,828.715716,measure,-970.0,1.1879073951729327e-13,12,no_signal,,,0.0,2503.578579670475
57,834.715716,measure,-970.0,1.1879073951729327e-13,13,no_signal,,,0.0,2503.578579670475
58,840.715716,measure,-970.0,1.1879073951729327e-13,14,direction,341.18,,0.0,2503.578579670475
59,846.715716,measure,-970.0,1.1879073951729327e-13,15,no_signal,,,0.0,2503.578579670475
60,852.715716,measure,-970.0,1.1879073951729327e-13,16,direction,265.88,,0.0,2503.578579670475
61,858.715716,measure,-970.0,1.1879073951729327e-13,17,no_signal,,,0.0,2503.578579670475
62,864.715716,measure,-970.0,1.1879073951729327e-13,18,no_signal,,,0.0,2503.578579670475
63,870.715716,measure,-970.0,1.1879073951729327e-13,19,no_signal,,,0.0,2503.578579670475
64,876.715716,measure,-970.0,1.1879073951729327e-13,20,no_signal,,,0.0,2503.578579670475
65,939.309023,measure,-959.1906556521808,-282.75999994805056,12,direction,196.99,,282.9665342330279,2786.545113903503
66,994.393941,measure,-1198.6856575049787,-355.93526566942876,12,direction,197.21,,250.42459029788986,3036.969704201393
67,1024.433077,measure,-1318.2759201856654,-392.9775096405141,12,direction,197.94,,125.19568190017199,3162.165386101565
68,1041.954141,measure,-1377.837344340133,-412.26125548819545,12,no_signal,,,62.60532007127167,3224.770706172837
69,1047.173765,measure,-1378.1664122442196,-411.2136019360319,12,no_signal,,,1.0981182317313294,3225.8688244045684
70,1052.612995,measure,-1377.4899515704858,-413.3029761390694,12,no_signal,,,2.196151999162842,3228.064976403731
71,1063.875453,measure,-1348.0566322628993,-402.61938256435474,12,direction,197.38,,31.312289234931892,3259.377265638663
72,1075.135985,measure,-1377.9301585647993,-411.9697275631386,12,no_signal,,,31.302660035635867,3290.679925674299
73,1080.245797,measure,-1378.0895649385236,-411.4443177033803,12,no_signal,,,0.5490591158656263,3291.2289847901643
74,1085.465412,measure,-1377.7615612027619,-412.4922606647017,12,no_signal,,,1.0980759995813978,3292.3270607897457
75,1093.596641,measure,-1362.9933954138492,-407.29455506374666,12,near,,,15.656144617466047,3307.9832054072117
76,1098.596641,clear,-1362.9933954138492,-407.29455506374666,12,success,,1,0.0,3307.9832054072117
77,1245.851797,measure,-1940.0,2.3758147903458654e-13,1,no_signal,,,706.2757792255192,4014.258984632731
78,1251.851797,measure,-1940.0,2.3758147903458654e-13,2,no_signal,,,0.0,4014.258984632731
79,1257.851797,measure,-1940.0,2.3758147903458654e-13,3,no_signal,,,0.0,4014.258984632731
80,1263.851797,measure,-1940.0,2.3758147903458654e-13,4,no_signal,,,0.0,4014.258984632731
