seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,direction,146.64,,0.0,0.0
3,11.0,measure,0.0,0.0,2,direction,128.38,,0.0,0.0
4,17.0,measure,0.0,0.0,3,no_signal,,,0.0,0.0
5,23.0,measure,0.0,0.0,4,no_signal,,,0.0,0.0
6,29.0,measure,0.0,0.0,5,no_signal,,,0.0,0.0
7,35.0,measure,0.0,0.0,6,direction,173.3,,0.0,0.0
8,41.0,measure,0.0,0.0,7,direction,223.67,,0.0,0.0
9,47.0,measure,0.0,0.0,8,direction,343.23,,0.0,0.0
10,53.0,measure,0.0,0.0,9,direction,278.04,,0.0,0.0
11,59.0,measure,0.0,0.0,10,direction,190.01,,0.0,0.0
12,65.0,measure,0.0,0.0,11,no_signal,,,0.0,0.0
13,71.0,measure,0.0,0.0,12,direction,161.0,,0.0,0.0
14,77.0,measure,0.0,0.0,13,direction,318.58,,0.0,0.0
15,83.0,measure,0.0,0.0,14,no_signal,,,0.0,0.0
16,89.0,measure,0.0,0.0,15,no_signal,,,0.0,0.0
17,95.0,measure,0.0,0.0,16,no_signal,,,0.0,0.0
18,101.0,measure,0.0,0.0,17,direction,88.51,,0.0,0.0
19,107.0,measure,0.0,0.0,18,no_signal,,,0.0,0.0
20,113.0,measure,0.0,0.0,19,no_signal,,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,318.0,measure,970.0,0.0,20,no_signal,,,970.0,970.0
23,324.0,measure,970.0,0.0,19,no_signal,,,0.0,970.0
24,330.0,measure,970.0,0.0,18,no_signal,,,0.0,970.0
25,336.0,measure,970.0,0.0,17,direction,145.43,,0.0,970.0
26,342.0,measure,970.0,0.0,16,direction,294.66,,0.0,970.0
27,348.0,measure,970.0,0.0,15,no_signal,,,0.0,970.0
28,354.0,measure,970.0,0.0,14,no_signal,,,0.0,970.0
29,360.0,measure,970.0,0.0,13,no_signal,,,0.0,970.0
30,366.0,measure,970.0,0.0,12,no_signal,,,0.0,970.0
31,372.0,measure,970.0,0.0,11,no_signal,,,0.0,970.0
32,378.0,measure,970.0,0.0,10,no_signal,,,0.0,970.0
