seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,direction,157.47,,0.0,0.0
3,11.0,measure,0.0,0.0,2,no_signal,,,0.0,0.0
4,17.0,measure,0.0,0.0,3,no_signal,,,0.0,0.0
5,23.0,measure,0.0,0.0,4,no_signal,,,0.0,0.0
6,29.0,measure,0.0,0.0,5,no_signal,,,0.0,0.0
7,35.0,measure,0.0,0.0,6,no_signal,,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,direction,32.79,,0.0,0.0
10,53.0,measure,0.0,0.0,9,no_signal,,,0.0,0.0
11,59.0,measure,0.0,0.0,10,direction,96.58,,0.0,0.0
12,65.0,measure,0.0,0.0,11,no_signal,,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,no_signal,,,0.0,0.0
15,83.0,measure,0.0,0.0,14,no_signal,,,0.0,0.0
16,89.0,measure,0.0,0.0,15,direction,348.23,,0.0,0.0
17,95.0,measure,0.0,0.0,16,direction,320.4,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,direction,358.42,,0.0,0.0
20,113.0,measure,0.0,0.0,19,no_signal,,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,318.0,measure,-485.00000000000045,-840.0446416709053,20,no_signal,,,970.0000000000001,970.0000000000001
23,324.0,measure,-485.00000000000045,-840.0446416709053,19,no_signal,,,0.0,970.0000000000001
24,330.0,measure,-485.00000000000045,-840.0446416709053,18,no_signal,,,0.0,970.0000000000001
25,336.0,measure,-485.00000000000045,-840.0446416709053,17,no_signal,,,0.0,970.0000000000001
26,342.0,measure,-485.00000000000045,-840.0446416709053,16,direction,19.24,,0.0,970.0000000000001
27,348.0,measure,-485.00000000000045,-840.0446416709053,15,no_signal,,,0.0,970.0000000000001
28,354.0,measure,-485.00000000000045,-840.0446416709053,14,no_signal,,,0.0,970.0000000000001
29,360.0,measure,-485.00000000000045,-840.0446416709053,13,direction,208.0,,0.0,970.0000000000001
30,366.0,measure,-485.00000000000045,-840.0446416709053,12,no_signal,,,0.0,970.0000000000001
31,372.0,measure,-485.00000000000045,-840.0446416709053,11,no_signal,,,0.0,970.0000000000001
32,378.0,measure,-485.00000000000045,-840.0446416709053,10,no_signal,,,0.0,970.0000000000001
33,384.0,measure,-485.00000000000045,-840.0446416709053,9,direction,301.5,,0.0,970.0000000000001
34,390.0,measure,-485.00000000000045,-840.0446416709053,8,no_signal,,,0.0,970.0000000000001
35,396.0,measure,-485.00000000000045,-840.0446416709053,7,direction,326.23,,0.0,970.0000000000001
36,402.0,measure,-485.00000000000045,-840.0446416709053,6,no_signal,,,0.0,970.0000000000001
37,408.0,measure,-485.00000000000045,-840.0446416709053,5,no_signal,,,0.0,970.0000000000001
38,414.0,measure,-485.00000000000045,-840.0446416709053,4,no_signal,,,0.0,970.0000000000001
39,420.0,measure,-485.00000000000045,-840.0446416709053,3,no_signal,,,0.0,970.0000000000001
40,426.0,measure,-485.00000000000045,-840.0446416709053,2,direction,320.12,,0.0,970.0000000000001
41,432.0,measure,-485.00000000000045,-840.0446416709053,1,direction,85.39,,0.0,970.0000000000001
42,600.687701,measure,-889.2010593382718,-1545.950939402427,13,direction,90.01,,813.4385026215592,1783.4385026215593
43,638.006426,measure,-970.0000000000009,-1680.0892833418106,20,no_signal,,,156.59362735072597,1940.0321299722852
44,644.006426,measure,-970.0000000000009,-1680.0892833418106,19,no_signal,,,0.0,1940.0321299722852
45,650.006426,measure,-970.0000000000009,-1680.0892833418106,18,no_signal,,,0.0,1940.0321299722852
46,656.006426,measure,-970.0000000000009,-1680.0892833418106,17,no_signal,,,0.0,1940.0321299722852
47,662.006426,measure,-970.0000000000009,-1680.0892833418106,16,no_signal,,,0.0,1940.0321299722852
48,668.006426,measure,-970.0000000000009,-1680.0892833418106,15,no_signal,,,0.0,1940.0321299722852
49,674.006426,measure,-970.0000000000009,-1680.0892833418106,14,no_signal,,,0.0,1940.0321299722852
