seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,no_signal,,,0.0,0.0
3,11.0,measure,0.0,0.0,2,no_signal,,,0.0,0.0
4,17.0,measure,0.0,0.0,3,no_signal,,,0.0,0.0
5,23.0,measure,0.0,0.0,4,no_signal,,,0.0,0.0
6,29.0,measure,0.0,0.0,5,no_signal,,,0.0,0.0
7,35.0,measure,0.0,0.0,6,no_signal,,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,no_signal,,,0.0,0.0
10,53.0,measure,0.0,0.0,9,no_signal,,,0.0,0.0
11,59.0,measure,0.0,0.0,10,direction,359.89,,0.0,0.0
12,65.0,measure,0.0,0.0,11,direction,32.13,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,no_signal,,,0.0,0.0
15,83.0,measure,0.0,0.0,14,direction,161.03,,0.0,0.0
16,89.0,measure,0.0,0.0,15,no_signal,,,0.0,0.0
17,95.0,measure,0.0,0.0,16,no_signal,,,0.0,0.0
18,101.0,measure,0.0,0.0,17,direction,19.24,,0.0,0.0
19,107.0,measure,0.0,0.0,18,no_signal,,,0.0,0.0
20,113.0,measure,0.0,0.0,19,direction,249.28,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,319.0,measure,-970.0,1.1879073951729327e-13,1,no_signal,,,970.0,970.0
23,325.0,measure,-970.0,1.1879073951729327e-13,2,no_signal,,,0.0,970.0
24,331.0,measure,-970.0,1.1879073951729327e-13,3,no_signal,,,0.0,970.0
25,337.0,measure,-970.0,1.1879073951729327e-13,4,no_signal,,,0.0,970.0
26,343.0,measure,-970.0,1.1879073951729327e-13,5,no_signal,,,0.0,970.0
27,349.0,measure,-970.0,1.1879073951729327e-13,6,no_signal,,,0.0,970.0
28,355.0,measure,-970.0,1.1879073951729327e-13,7,no_signal,,,0.0,970.0
29,361.0,measure,-970.0,1.1879073951729327e-13,8,no_signal,,,0.0,970.0
30,367.0,measure,-970.0,1.1879073951729327e-13,9,no_signal,,,0.0,970.0
31,373.0,measure,-970.0,1.1879073951729327e-13,10,no_signal,,,0.0,970.0
32,379.0,measure,-970.0,1.1879073951729327e-13,11,no_signal,,,0.0,970.0
33,385.0,measure,-970.0,1.1879073951729327e-13,12,no_signal,,,0.0,970.0
34,391.0,measure,-970.0,1.1879073951729327e-13,13,no_signal,,,0.0,970.0
35,397.0,measure,-970.0,1.1879073951729327e-13,14,direction,110.21,,0.0,970.0
36,403.0,measure,-970.0,1.1879073951729327e-13,15,no_signal,,,0.0,970.0
37,409.0,measure,-970.0,1.1879073951729327e-13,16,direction,241.65,,0.0,970.0
38,415.0,measure,-970.0,1.1879073951729327e-13,17,no_signal,,,0.0,970.0
39,421.0,measure,-970.0,1.1879073951729327e-13,18,no_signal,,,0.0,970.0
40,427.0,measure,-970.0,1.1879073951729327e-13,19,no_signal,,,0.0,970.0
41,433.0,measure,-970.0,1.1879073951729327e-13,20,no_signal,,,0.0,970.0
42,520.56644,measure,-1111.4242749515347,382.52618028361053,14,no_signal,,,407.8322009698799,1377.83220096988
43,563.106705,measure,-1046.0470117610985,206.57845879176838,14,direction,111.61,,187.7013245569738,1565.5335255268537
44,590.132138,measure,-1086.6053948314639,308.965028211794,14,direction,110.9,,110.12716302022959,1675.6606885470833
45,605.98504,measure,-1105.9636079882139,359.659177364357,14,direction,113.65,,54.26451119216384,1729.925199739247
46,616.414376,measure,-1116.8534600780422,384.5258907329349,14,no_signal,,,27.146681423211735,1757.0718811624588
47,621.509608,measure,-1116.4156311875938,384.7130697432464,14,no_signal,,,0.4761618624086297,1757.5480430248674
48,626.700065,measure,-1117.2879385604313,384.33106114700513,14,no_signal,,,0.9522870997282276,1758.5003301245956
49,634.415568,measure,-1111.408534033128,372.0925340486459,14,no_signal,,,13.577516088480486,1772.077846213076
50,639.463184,measure,-1111.189619587904,372.18612355380174,14,no_signal,,,0.23808093120423263,1772.3159271442803
51,644.558413,measure,-1111.6257732743225,371.99511925568106,14,no_signal,,,0.4761435498639169,1772.7920706941443
52,766.657718,measure,-1455.0,840.0446416709053,20,no_signal,,,580.4965245482324,2353.2885952423767
53,772.657718,measure,-1455.0,840.0446416709053,19,no_signal,,,0.0,2353.2885952423767
54,778.657718,measure,-1455.0,840.0446416709053,18,no_signal,,,0.0,2353.2885952423767
55,784.657718,measure,-1455.0,840.0446416709053,17,no_signal,,,0.0,2353.2885952423767
56,790.657718,measure,-1455.0,840.0446416709053,16,no_signal,,,0.0,2353.2885952423767
57,796.657718,measure,-1455.0,840.0446416709053,15,no_signal,,,0.0,2353.2885952423767
58,802.657718,measure,-1455.0,840.0446416709053,14,no_signal,,,0.0,2353.2885952423767
59,808.657718,measure,-1455.0,840.0446416709053,13,no_signal,,,0.0,2353.2885952423767
60,814.657718,measure,-1455.0,840.0446416709053,12,direction,294.39,,0.0,2353.2885952423767
61,820.657718,measure,-1455.0,840.0446416709053,11,no_signal,,,0.0,2353.2885952423767
62,826.657718,measure,-1455.0,840.0446416709053,10,no_signal,,,0.0,2353.2885952423767
63,832.657718,measure,-1455.0,840.0446416709053,9,no_signal,,,0.0,2353.2885952423767
64,838.657718,measure,-1455.0,840.0446416709053,8,no_signal,,,0.0,2353.2885952423767
65,844.657718,measure,-1455.0,840.0446416709053,7,no_signal,,,0.0,2353.2885952423767
66,850.657718,measure,-1455.0,840.0446416709053,6,no_signal,,,0.0,2353.2885952423767
67,856.657718,measure,-1455.0,840.0446416709053,5,no_signal,,,0.0,2353.2885952423767
68,862.657718,measure,-1455.0,840.0446416709053,4,no_signal,,,0.0,2353.2885952423767
69,868.657718,measure,-1455.0,840.0446416709053,3,no_signal,,,0.0,2353.2885952423767
70,874.657718,measure,-1455.0,840.0446416709053,2,no_signal,,,0.0,2353.2885952423767
71,880.657718,measure,-1455.0,840.0446416709053,1,no_signal,,,0.0,2353.2885952423767
72,914.657718,measure,-1576.2435565298215,910.0446416709053,20,no_signal,,,140.00000000000009,2493.2885952423767
73,920.657718,measure,-1576.2435565298215,910.0446416709053,19,no_signal,,,0.0,2493.2885952423767
74,926.657718,measure,-1576.2435565298215,910.0446416709053,18,no_signal,,,0.0,2493.2885952423767
75,932.657718,measure,-1576.2435565298215,910.0446416709053,17,no_signal,,,0.0,2493.2885952423767
76,938.657718,measure,-1576.2435565298215,910.0446416709053,16,no_signal,,,0.0,2493.2885952423767
77,944.657718,measure,-1576.2435565298215,910.0446416709053,15,no_signal,,,0.0,2493.2885952423767
78,950.657718,measure,-1576.2435565298215,910.0446416709053,14,no_signal,,,0.0,2493.2885952423767
79,956.657718,measure,-1576.2435565298215,910.0446416709053,13,no_signal,,,0.0,2493.2885952423767
80,962.657718,measure,-1576.2435565298215,910.0446416709053,12,direction,306.02,,0.0,2493.2885952423767
81,968.657718,measure,-1576.2435565298215,910.0446416709053,11,no_signal,,,0.0,2493.2885952423767
82,974.657718,measure,-1576.2435565298215,910.0446416709053,10,no_signal,,,0.0,2493.2885952423767
83,980.657718,measure,-1576.2435565298215,910.0446416709053,9,no_signal,,,0.0,2493.2885952423767
